"ID","waterbodyID","LocID","Longitude","Latitude","Order","YourName","organization","SiteID","waterbodyName","state","SiteLocation","SampleYear","SampleMonth","SampleDay","fieldCrew","weather","stationType","sampleMethod","sampleDepthM","SampleHour","SampleMinutes","filtered","frozen","parameter","Value","units","rep","fluorometerType","AnalysisYear","AnalysisMonth","AnalysisDay","AnalysisHour","AnalysisMinutes","locationSourceSta","photoSample","Flag","Comments","LocIDNew","WBID","longitudeSta","latitudeSta","siteDescription","siteComment","longitudeWB","latitudeWB","otherWaterbodyID","waterbodyName.y","town","locationSourceWB","commentWB","commentSta","otherStationID","stationLocation","stationID","sampleDate","analysisDate","sampleTime","analysisTime","waterTempC","surfaceWaterCondition","commentSample","sampleID","analystName","dilution","sampleTemperatureC","photosAnalysis","commentAnalysis","analysisID","commentFluorometry","fluorometryID"
2409,"NHDES_39",141,-71.679558,43.458833,141,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,6,30,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Phycocyanin",347.31,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",06/30/14,NA,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,670,NA,2217
2410,"NHDES_39",141,-71.679558,43.458833,142,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Phycocyanin",0.1,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2218
2411,"NHDES_39",141,-71.679558,43.458833,143,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Phycocyanin",0.1,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2218
2552,"NHDES_1",27,-72.0494,43.342778,140,"Sonya Carlson","NHDES","SUNSUN3D","Sunapee Lake","NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL4","Integrated","3",NA,NA,FALSE,TRUE,"Chlorophyll",NA,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,27,9328420,-72.0494,43.342778,"WBID=9328420 NHDES 1 SUNSUN3D SUNAPEE LAKE-230 STN 3 DEEP SPOT WL4","",-72.0540945009655,43.3808841225838,"NHDES_1","Sunapee Lake",NA,"MRB1_WBIDLakes",NA,"","SUNSUN3D","SUNAPEE LAKE-230 STN 3 DEEP SPOT","27_WL4",09/15/14,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,669,NA,2359
2553,"NHDES_39",141,-71.679558,43.458833,141,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,6,30,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Chlorophyll",10.38,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",06/30/14,NA,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,670,NA,2360
2554,"NHDES_39",141,-71.679558,43.458833,142,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Chlorophyll",0.26,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2361
2555,"NHDES_39",141,-71.679558,43.458833,143,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Chlorophyll",0.31,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2362
2696,"NHDES_1",27,-72.0494,43.342778,140,"Sonya Carlson","NHDES","SUNSUN3D","Sunapee Lake","NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL4","Integrated","3",NA,NA,FALSE,TRUE,"Phycocyanin",NA,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,27,9328420,-72.0494,43.342778,"WBID=9328420 NHDES 1 SUNSUN3D SUNAPEE LAKE-230 STN 3 DEEP SPOT WL4","",-72.0540945009655,43.3808841225838,"NHDES_1","Sunapee Lake",NA,"MRB1_WBIDLakes",NA,"","SUNSUN3D","SUNAPEE LAKE-230 STN 3 DEEP SPOT","27_WL4",09/15/14,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,669,NA,2503
2697,"NHDES_39",141,-71.679558,43.458833,141,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,6,30,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Phycocyanin",47.75,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",06/30/14,NA,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,670,NA,2504
2698,"NHDES_39",141,-71.679558,43.458833,142,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Phycocyanin",0.001,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2505
2699,"NHDES_39",141,-71.679558,43.458833,143,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Phycocyanin",-0.01,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2506
2840,"NHDES_1",27,-72.0494,43.342778,140,"Sonya Carlson","NHDES","SUNSUN3D","Sunapee Lake","NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL4","Integrated","3",NA,NA,FALSE,TRUE,"Chlorophyll",NA,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,27,9328420,-72.0494,43.342778,"WBID=9328420 NHDES 1 SUNSUN3D SUNAPEE LAKE-230 STN 3 DEEP SPOT WL4","",-72.0540945009655,43.3808841225838,"NHDES_1","Sunapee Lake",NA,"MRB1_WBIDLakes",NA,"","SUNSUN3D","SUNAPEE LAKE-230 STN 3 DEEP SPOT","27_WL4",09/15/14,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,669,NA,2647
2841,"NHDES_39",141,-71.679558,43.458833,141,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,6,30,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Chlorophyll",137.4,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",06/30/14,NA,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,670,NA,2648
2842,"NHDES_39",141,-71.679558,43.458833,142,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Chlorophyll",-1.376,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2649
2843,"NHDES_39",141,-71.679558,43.458833,143,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,FALSE,TRUE,"Chlorophyll",-1.485,"RFU",NA,"Turner",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,671,NA,2650
2984,"NHDES_1",27,-72.0494,43.342778,140,"Sonya Carlson","NHDES","SUNSUN3D","Sunapee Lake","NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL4","Integrated","3",NA,NA,TRUE,TRUE,"Phycocyanin",NA,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,27,9328420,-72.0494,43.342778,"WBID=9328420 NHDES 1 SUNSUN3D SUNAPEE LAKE-230 STN 3 DEEP SPOT WL4","",-72.0540945009655,43.3808841225838,"NHDES_1","Sunapee Lake",NA,"MRB1_WBIDLakes",NA,"","SUNSUN3D","SUNAPEE LAKE-230 STN 3 DEEP SPOT","27_WL4",09/15/14,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,811,NA,2791
2985,"NHDES_39",141,-71.679558,43.458833,141,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,6,30,NA,NA,"Other","Grab","0",NA,NA,TRUE,TRUE,"Phycocyanin",34.5,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",06/30/14,NA,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,812,NA,2792
2986,"NHDES_39",141,-71.679558,43.458833,142,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,TRUE,TRUE,"Phycocyanin",0.1,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,813,NA,2793
2987,"NHDES_39",141,-71.679558,43.458833,143,"Sonya Carlson","NHDES","BCHLEGFRKLF","Webster Lake","NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,NA,"Other","Grab","0",NA,NA,TRUE,TRUE,"Phycocyanin",0.1,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,141,6738922,-71.679558,43.458833,"WBID=6738922 NHDES 39 BCHLEGFRKLF WEBSTER LAKE LAGACE TB-LEFT Other","Distance to NHDlake > 50m but appears okay in GE",-71.6864787518514,43.4702913226517,"NHDES_39","Webster Lake",NA,"MRB1_WBIDLakes",NA,"Distance to NHDlake > 50m but appears okay in GE","BCHLEGFRKLF","WEBSTER LAKE LAGACE TB-LEFT","141_Other",07/07/14,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,813,NA,2793
3128,"NHDES_1",27,-72.0494,43.342778,140,"Sonya Carlson","NHDES","SUNSUN3D","Sunapee Lake","NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL4","Integrated","3",NA,NA,TRUE,TRUE,"Chlorophyll",NA,"ug/l",NA,"Beagle",2014,NA,NA,NA,NA,NA,FALSE,FALSE,NA,27,9328420,-72.0494,43.342778,"WBID=9328420 NHDES 1 SUNSUN3D SUNAPEE LAKE-230 STN 3 DEEP SPOT WL4","",-72.0540945009655,43.3808841225838,"NHDES_1","Sunapee Lake",NA,"MRB1_WBIDLakes",NA,"","SUNSUN3D","SUNAPEE LAKE-230 STN 3 DEEP SPOT","27_WL4",09/15/14,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,811,NA,2934
